,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,1.0000000000000002,0.10114189685890417,0.0,0.7937082344271484,0.0,0.0,0.0,0.0,0.07211252295646078,0.0,0.17195112676716803,0.0,0.051202459665928964,0.0,0.0,0.11396517252069988,0.0,0.0,0.0,0.0,0.1523144881578906,0.0,0.0,0.14208728750929855,0.0,0.0,0.1334049358473466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06950152093465335,0.0
1,0.10114189685890417,1.0000000000000002,0.0,0.0,0.05143807008614144,0.07411984322967566,0.1626509431695772,0.0,0.0,0.0,0.0,0.0,0.25930150124313933,0.07560848446471846,0.07286249914708855,0.0,0.13980611652020297,0.0,0.0,0.08076397363594884,0.13246832830450334,0.0,0.10463810276456421,0.0,0.0,0.06972202240420455,0.0,0.08196432023431788,0.0,0.0,0.0,0.0,0.07787213385595945,0.0,0.0,0.0,0.13085845035985605,0.0,0.0
2,0.0,0.0,0.9999999999999998,0.0,0.0,0.04620487229863692,0.07536446637555387,0.0,0.20605745206803372,0.0,0.0,0.0,0.05763585055766032,0.047132862364003096,0.0,0.0,0.04656520580853942,0.13129561084091917,0.0,0.0,0.0,0.08254731491273282,0.0,0.0,0.0,0.06300708613330604,0.0,0.0,0.2038677975456548,0.0,0.14436109102285585,0.0467933199437428,0.10078899565959737,0.0,0.0,0.0,0.1914278635111592,0.0,0.050977607817205686
3,0.7937082344271484,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2166427401263793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1790170258367658,0.0,0.0,0.1680780544548973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875655787857807,0.0
4,0.0,0.05143807008614144,0.0,0.0,1.0000000000000002,0.0,0.0583351013392828,0.1920269775598627,0.17882811892412556,0.09369893928469045,0.0,0.0,0.0873562196694539,0.0,0.0,0.0,0.043680839432378826,0.07476596273043896,0.0,0.06846467433633069,0.13271084856745763,0.09544122796081339,0.0,0.0,0.20079547375962353,0.05910426819130018,0.07128985781142841,0.08211437880869953,0.0,0.0,0.04445494258685576,0.06363256726205045,0.0,0.0,0.0,0.0,0.0,0.04637309238444815,0.0
5,0.0,0.07411984322967566,0.04620487229863692,0.0,0.0,1.0000000000000009,0.03619924803594021,0.1561368751251641,0.062453903804965134,0.0,0.0,0.0,0.08186720822858423,0.3142661848273781,0.09428816663549473,0.0,0.035826843289566604,0.08547748261064061,0.0,0.0,0.06595688239377523,0.0,0.07152920300099992,0.0,0.0,0.20229568706227144,0.0,0.0,0.0,0.0,0.040288915900563486,0.03600235221800707,0.07754613106739464,0.0,0.0,0.0,0.0778023241955714,0.0,0.16367286334038786
6,0.0,0.1626509431695772,0.07536446637555387,0.0,0.0583351013392828,0.03619924803594021,1.0,0.09330183097631232,0.09812748766888672,0.0,0.0,0.0,0.0,0.0,0.2320799868531596,0.0,0.19655894279743769,0.09378725426671863,0.0,0.0,0.12247197218296625,0.045375507569936566,0.0664094651101564,0.0,0.0,0.14280896870721496,0.1283776518038958,0.04934338356129894,0.0,0.0,0.0,0.0,0.060920187181963535,0.0,0.0,0.0,0.07223358456940514,0.0,0.039938451895869705
7,0.0,0.0,0.0,0.0,0.1920269775598627,0.1561368751251641,0.09330183097631232,1.0,0.0,0.16595283043358033,0.0,0.0,0.08124660128777281,0.0,0.0,0.07440666764318557,0.04875430865365868,0.07615317732906486,0.07525915496703803,0.0,0.04323015751144847,0.13751844381949185,0.06372644483640581,0.0,0.0,0.04736863594660448,0.13774108546475244,0.12621456559799726,0.0,0.0,0.1532599996186771,0.0,0.0,0.0,0.0,0.11307649012775982,0.13492351680055348,0.08213269003798097,0.038324891600494834
8,0.07211252295646078,0.0,0.20605745206803372,0.0,0.17882811892412556,0.062453903804965134,0.09812748766888672,0.0,1.0,0.12623491696477274,0.0,0.0,0.10102170663198387,0.06370824343174193,0.15956374671349105,0.0,0.0,0.0,0.20343701678584214,0.0,0.0,0.0537399189283344,0.0,0.0,0.09730034388977139,0.0,0.0,0.0690637155760191,0.0,0.0,0.1306714278536995,0.0,0.06561561040890428,0.0,0.0,0.09087356194800836,0.0,0.0,0.0689050841704615
9,0.0,0.0,0.0,0.0,0.09369893928469045,0.0,0.0,0.16595283043358033,0.12623491696477274,1.0000000000000002,0.0,0.0,0.05595585498124868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947111876391626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10555265299915426,0.0,0.0,0.0,0.6489656148218004,0.25654049216056113,0.0,0.11010705771107332,0.0
